PM2.5 (ug/m3),NO (mg/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),Benzene (ug/m3),T,TM,Tm,SLP,H,VV
14.37,8.26,16.8,15.54,5.68,3.28,27.8,32.8,23.8,1004.3,95,1.9
28.77,10.55,20.36,19.26,4.29,1.89,30.1,33.6,24.5,1003.4,82,1.9
35.77,7.45,23.86,18.65,4.01,3.09,31.2,34.4,26.2,1001.1,79,2.6
47.95,7.69,21.86,17.78,5.5,2.92,31.2,35.2,27.3,1000,81,2.6
37.5,7.43,23.94,18.67,6.01,2.42,33.1,35.8,27.4,997.7,60,3.2
54.45,6.74,19.13,15.56,6.19,1.69,30.9,36.4,26.6,997.7,63,2.7
54.9,6.78,22.03,17.1,5.71,2.62,31.7,35.6,25.4,999.7,61,3.4
57.76,6.6,22.31,17.14,6.71,2.34,31.2,36,27,1000.5,68,2.6
36.33,5.7,15.34,12.71,5.42,1.74,30.3,35.1,25.8,1002,76,1.9
30.36,6.28,16.29,13.69,5.99,1.68,30.4,34.7,25.3,1004.9,75,3.1
29.32,8.77,21.23,18.29,6.15,1.62,26.4,34.6,24,1007,94,1.8
30.3,14.44,19.88,22.12,4.81,2.3,25.1,28.9,23.6,1006,99,1.4
16.95,10.29,19.49,18.59,4.67,3.46,28.5,32,23.7,1003.6,85,2.3
14.49,9.89,19.62,18.35,6,3.32,31,34.4,25.4,1002.8,74,2.9
25.59,13.06,21.01,21.61,5.12,3.28,28.4,34.5,26.1,1001.9,82,2.4
29.46,9.14,22.53,19.29,5.55,2.7,31,34,25.8,1002.3,77,3.2
40.4,6.83,21.93,17.12,5.43,2.45,31.6,35.4,27.4,1003.2,76,2.9
26.31,8.04,18.88,16.46,4.47,2.76,30.8,36.2,27.4,1004.9,81,2.4
28.29,6.74,20.96,16.53,5.26,3.7,29.8,33.6,26,1003.4,80,3.1
28.85,9.43,20.54,18.46,6.76,2.97,30.2,33.8,27.2,1002.7,82,1.9
14.32,8.51,19.8,17.34,5.7,2.89,28.3,34,25.1,1002.6,87,1.9
25.32,11.98,21.2,20.7,18.02,1.91,25.1,32.2,24,1003.1,99,1.4
41.35,17.37,21.05,25.1,5.23,1.94,28,33.2,23.4,1000.8,91,1.9
24.85,13.02,22.17,22.21,7.12,1.91,27.6,33.4,25,1001.7,92,1.9
15.27,11.33,19.5,19.43,5.51,1.78,30.2,35,24,1003.4,82,2.4
25.02,23.52,23.54,31.33,5.91,1.74,31.3,35.4,25.2,1004.9,74,3.7
18.6,13.07,19.92,21.05,7.06,3.35,26.1,35.3,24.6,1003.1,90,1.9
28.53,10.88,22.68,20.77,5.37,2.44,28.3,31.6,23.6,1002.9,81,2.3
34.26,12.57,22.87,22.22,3.73,2.93,29.6,34,24.6,1004.5,82,2.7
24.03,9.06,21.01,18.42,6.49,2.58,31.3,34.4,26,1006.3,74,3.2
32.38,9.09,21.5,18.7,7.62,2.51,30.8,35,26.5,1004.8,73,2.6
29.95,7.25,23.44,18.25,7.77,1.61,29.4,35.8,25.8,1003.7,79,3.1
35.66,7.02,22.44,17.55,6.24,0.5,28.4,35.6,26,1004,81,2.6
24.96,5.81,19.33,14.92,7.6,1.14,28.1,32.8,24.6,1005.7,80,2.3
52.64,8.88,24.52,20.15,7.24,1.71,28.2,33.3,24.4,1006.3,85,1.9
41.86,7.84,19.8,16.8,7,0.5,28.8,32.7,24.6,1004.8,81,3.1
78.27,6.53,25.32,18.67,6.42,1.81,29.1,33.2,25.5,1005.1,81,1.9
80.61,6.14,23.03,17.15,7.26,2.33,29.9,33.8,26,1005.4,77,2.3
38.74,7.44,22.54,17.93,7.77,1.87,30.8,34.6,26.3,1005.9,73,3.1
54.04,7.49,24.19,18.86,7.14,2.06,30.9,35.7,26.7,1007.1,73,2.7
55.48,10.88,28.04,23.81,7.64,1.49,30.2,35,26.4,1008.5,75,3.1
76.99,11.6,26.07,23.14,6.8,2.77,29.9,35.2,26.5,1008.3,79,2.3
57.67,8.72,20.4,17.83,6.6,1.8,30.6,35,26.2,1006.1,73,3.1
51.92,12.92,19.38,20.53,7.54,1.74,30.7,36,26.3,1004.3,72,3.1
58.5,14.25,23.54,23.91,5.06,1.99,31.2,36.2,25.7,1004.4,68,3.1
68.9,9.08,21.89,18.9,6.03,2.56,30.3,36.4,26.4,1007.4,70,3.1
99.42,7.88,25.16,19.67,11.5,2.07,30.7,35.4,25.6,1006.8,68,2.6
119.33,8,27.93,20.88,9.97,2.53,28.4,34.9,23.8,1005.8,71,2.6
61.8,16.46,30.94,29.62,6.88,2.84,29.1,35,23.4,1004.8,64,3.1
69.21,25.02,27.76,34.78,8.84,2.84,28.7,35.8,23,1005.1,63,3.7
83.2,36.76,29.23,44.95,8.16,2.48,29.2,36.5,22.7,1005.7,62,2.6
90.98,33.35,32.22,43.86,7.95,2.38,28.8,36.6,22.5,1005.2,64,3.2
100.69,5.96,30.1,20.41,7.11,1.99,28.6,36.8,22.7,1005.7,59,3.1
140.96,6.56,33.09,20.84,10.23,2.87,26.6,36.7,20.6,1006.9,57,2.3
119.26,14.25,39.49,30.4,6.64,2.83,25.9,33.9,19,1006.4,55,3.1
170.82,35.49,39.17,47.23,9.89,2,28,35,18.6,1004.1,55,3.1
201.82,12.26,33.12,25.42,9.54,2.51,27.4,34.9,20,1004.7,69,1.3
35.89,10.08,21.26,17.37,1.2,1.73,24.2,35.5,21.8,1006.9,94,1.9
75.78,10.43,16.87,15.33,5.13,4.28,22.1,30.4,20.1,1005.5,96,1.9
134.29,13.89,30.61,25.39,7.91,6.85,25.6,30.8,19.9,1007.2,76,2.9
128.29,28.74,33.22,38.66,6.96,7.81,25.3,31.4,19.8,1010.2,70,2.1
108.19,31.59,40.2,41.24,7.38,5.88,24.6,32.1,16,1009.7,54,3.2
84.1,51.21,70.19,46.54,7.14,3.15,25.9,32.4,17.7,1010,62,3.2
92.65,9.46,62.75,19.68,8.55,1.84,25.2,33.4,18.4,1012,67,2.7
42.78,13.16,52.74,19.28,8.31,1.54,22.9,32.8,18,1013.5,76,1.9
78.3,20.76,65.1,27.05,7.32,2.4,21.8,31.5,16.4,1013.7,78,2.7
120.36,33.67,77.55,37.98,8.65,3.26,21.3,28.4,16.2,1013.7,73,1.9
152.15,21.87,86.35,33.22,8.3,3.39,20.9,28,14.6,1014.9,69,1.9
189.43,54.54,83.11,51.89,12.24,3.77,21.4,28.2,14.6,1015.1,67,1.9
183.57,72.29,88.87,63.98,7.34,4.91,22.2,29.2,14,1016.9,68,1.8
175.47,20.27,83.42,31.46,9.02,2.83,21.7,30.4,14.8,1015.4,64,1.9
181.02,93.3,87.59,76.15,13.35,4.65,21.7,30.2,16.2,1013.7,66,1.9
181.73,9.74,91.02,27.19,7.87,2.36,21.7,30.6,13.6,1013.3,70,1.9
156.55,14.57,102.13,32.98,6.91,2.49,21.7,31.2,14.5,1015,68,1.9
247.67,56.97,82.96,53.28,7.52,3.47,22,29.6,15.9,1014,74,1.4
413.18,22.19,64.83,26.55,8.97,3.22,20.8,29.9,15,1013.6,79,0.5
294.85,28.01,70.87,32.87,8.94,2.86,20.2,27.8,15,1013.2,81,0.5
229.52,23.86,88.99,35.11,6.61,2.5,20.3,27.6,14.7,1011.7,67,0.8
208.83,44.51,99.06,50.02,10.73,2.99,20.3,29,14.2,1012.1,68,0.8
218.93,26.24,100.95,39.6,7.63,2.13,20,29.1,13.6,1013.5,70,0.8
188.92,40,92.52,45.64,8.36,2.28,20.4,29.2,13.5,1014.3,70,0.8
246.85,79.25,95.31,69.81,9.28,3.01,22.1,29,13.4,1013.4,64,0.8
304.6,94.65,64.63,74.03,10.44,3.24,18.2,29.6,12.6,1013.4,80,0.5
305.95,58.23,49.85,73.08,6.52,2.43,18.8,27,12.6,1013.7,79,0.3
165.36,57.52,49.14,72.12,6.78,2.06,18.3,27.4,11.1,1013.4,71,1.3
186.04,62.63,54.26,78.54,13.11,2.18,18.1,27.4,10.1,1012.8,68,1.1
223.73,33.65,52.03,54.58,10.76,2.2,18.1,28.1,10.3,1012.1,70,1
185.84,42.5,53.13,62.25,10.53,2.02,17.4,26.8,10,1013.3,70,0.6
171.48,71.93,49.15,83.68,13.32,2.47,17.3,27,9.6,1015.4,74,1.1
207.51,57.26,56.24,75.73,13.26,2.78,18.6,27.4,10.5,1013.4,74,0.8
179.22,36.65,50.9,56.39,11.94,1.76,18.2,26.8,10.9,1011.3,73,0.6
192.67,67.97,55.04,83.64,13.49,2.28,18.6,26.2,14.5,1012.3,72,0.8
165.5,9.36,48.29,33.17,10.04,1.35,17.9,27.2,9.8,1013.5,67,1.3
127.85,11.05,42.91,31.65,9.63,1.14,18.3,27.4,11.4,1012.7,55,1
126.37,115.14,49.27,118.15,14.18,2.86,17.5,27.5,10.3,1012.2,67,1
239.24,18.6,73.51,53.97,12.03,3.62,17.1,28,9.2,1013.7,73,0.8
199.58,120.68,63.99,130.55,13.85,8.49,17.4,28.8,9.7,1014.5,73,0.6
267.35,133.95,57.02,137.46,15.88,6.42,17.6,27.8,11,1014.7,79,0.5
280.58,35.68,58.16,59.47,13.72,4.2,17.5,27.6,10.2,1015.8,79,0.8
277.01,98.6,49.71,105.31,14.04,5.94,17.6,27,10.8,1017.3,79,0.5
217.71,16.1,50.38,39.66,13.38,2.27,16.7,26.8,10.3,1017.6,73,0.8
218.67,47.36,51.96,65.53,10.88,2.91,17.2,26.1,9.8,1016.9,73,0.8
330.21,21.71,49.15,43.51,11.34,3.13,17.2,25.6,11.5,1017.2,81,0.6
199.15,13.68,37.59,30.94,7.87,2.02,16.5,23,13.4,1017.1,87,0.5
176.54,74.56,35.16,78.51,9.32,3.05,17.6,21.6,12.5,1017.6,83,0.5
129.65,95.85,43.29,99.68,13.91,3.2,17.9,25.4,11,1015.8,75,1.1
187.25,30.64,43.51,47.66,15.64,2.62,18.5,26.8,11.4,1016,79,1
128.83,11.59,37.28,29.09,18.84,1.61,18.2,25.6,13.6,1016.6,80,1
139.1,11.83,40.67,31.08,16.37,1.25,16.9,24.8,11.4,1017.4,70,1.3
157.07,33.02,42.7,49.12,12.17,0.93,15.9,25.1,10.1,1017.9,73,1.8
160.45,30.04,46.83,48.91,8.89,2.03,15.6,24,8.4,1020.3,76,1.4
145.51,16.87,44.07,36.93,11.39,1.6,15.3,23.5,9,1019.8,75,1
128.58,29.68,43.45,46.87,8.99,1.62,15,23.7,8.3,1019.2,69,1.4
180.03,119.31,43.63,118.65,14.73,3.08,14.3,23.7,6.4,1019.5,71,1.4
144.88,127.01,49.42,127.88,15.19,5.68,14.1,23.9,6.6,1018.1,74,1.3
197.73,46.51,44.86,61.02,12.59,3.19,14.3,22.4,7.5,1017.9,78,0.8
237.68,41.51,51.71,60.71,12.71,5.69,13.7,22.7,7.8,1018,76,0.8
164.8,5.3,36.67,23.73,7.4,2.19,14,22.5,8.7,1019.2,72,0.5
159.9,5.97,31.47,21.52,7.84,2.47,13.3,20.2,9.6,1020.6,66,0.8
148.57,7.07,35.61,24.58,8.43,2.28,11.4,20.4,6,1020.6,69,0.8
149.64,14.49,41.42,33.57,9.39,2.6,10.9,18.6,4.6,1020.3,68,1.4
217.07,136.67,46.5,134.07,9.78,7.62,10.8,20,3.2,1019,70,1.1
340.14,126.11,46.86,127.37,11.38,7.84,12.4,22.2,4,1017.2,67,1.1
196.38,101.31,62.42,114.24,11.05,8.76,12.8,23.4,4.4,1014.8,70,1
137.43,30.29,51.86,51.81,10.71,4.29,13.4,23.8,5.5,1014.3,75,0.3
260.73,111.92,50.83,116.56,11.68,1,13.9,23.1,6.9,1014.3,78,0.5
249.58,112.57,52.74,118.1,11.29,1,14.5,23.2,7,1016.2,81,0.6
76.49,12.79,37.63,30.24,9.1,2.28,15.6,23.6,9.8,1018.5,86,0.3
133.99,38.89,50.13,57.77,10.53,10.46,15,22.4,10.4,1019.5,76,1
70.67,40.4,32.72,49.72,9.18,8.39,12.9,22.6,9.4,1018.2,95,0.8
83.83,71.24,35.33,75.78,13.43,8.2,13.3,20.8,8.4,1020.1,75,0.8
126.31,67.29,41.98,76.16,13.24,8.95,11,21.2,3.4,1024,70,1
220.31,36.16,37.01,48.61,9.28,6.44,10.7,19.5,3.8,1023.3,72,1
